Debra Von#122287#0.6#5
Nathalie Kulas#205571#0.6#8
Roseanne Hand#903799#0.7#5
Adriane Fritsch#591803#0.6#6
Doria Dietrich#466018#0.58#3
Ollie Kunde#239340#0.6#8
Dennis Breitenberg#345753#0.68#3
Josefa Rosenbaum#958706#0.6#3
Craig Farrell#810587#0.57#7
Laverne Boehm#724115#0.6#7
Soraya Altenwerth#738739#0.56#6
Candra Legros#315159#0.6#10
Johnathon Legros#448573#0.6#8
Kim Weber#620064#0.52#7
Jacqui Thompson#139580#0.61#3
Anya Kutch#401237#0.6#1
David Moen#742458#0.74#3
Normand Marquardt#846506#0.6#10
Jeanett Huel#187149#0.56#8
Aide Hyatt#115875#0.61#1
Lina Ritchie#214231#0.6#2
Shanti Veum#927413#0.7#7
Esther Little#962479#0.6#7
Jamal Marks#775945#0.6#7
Gerald Torp#924571#0.68#10
Raina Zboncak#476132#0.75#8
Fred O'Reilly#437434#0.75#7
Joann White#448284#0.6#1
Donald Doyle#711821#0.6#5
William Pfannerstill#131983#0.6#7
Sebastian Wilderman#770276#0.6#2
Vernia Davis#202036#0.6#7
Sol Keeling#460753#0.6#2
Keenan Abernathy#627554#0.6#8
Taren Powlowski#681895#0.6#2
Dick Schmidt#820644#0.6#10
Carola Boyle#218162#0.94#2
Shenita Botsford#821429#0.6#9
Bradford Becker#591330#0.6#5
Roma Graham#832034#0.6#10
Lamar Mraz#882075#0.89#5
Werner Wolf#715017#0.6#8
Gene Veum#350289#0.84#2
Wilda Erdman#733306#0.6#2
Ed Medhurst#712570#0.6#7
Ivana Kovacek#950930#0.6#5
Leonarda Zboncak#556627#0.8#7
Mitzie Wilderman#26967#0.6#9
Meredith Ferry#533973#0.57#8
Bart Boyer#908531#0.6#9
Juan Sauer#74351#0.7#4
Derick Mante#376970#0.6#10
Leigh Lesch#100577#0.95#3
Richie Jones#942796#0.6#8
Marlene Feest#586624#0.51#6
Jacelyn Hartmann#515222#0.94#9
Bryon Sanford#201395#0.93#9
Lamar D'Amore#306449#0.65#2
Bradford Veum#568103#0.5#9
Milton Shields#866556#0.6#2
Boyce Luettgen#95006#0.6#8
Cedrick Walsh#931510#0.83#9
Chery Gusikowski#808854#0.75#7
Cheree Herman#549380#0.6#6
Anabel Lubowitz#345054#0.6#1
Terrence Wisoky#182265#0.55#9
Stan Harvey#644949#0.6#7
Blake McKenzie#990347#0.6#10
Allen Cassin#12729#0.6#4
Lillie Lowe#412406#0.6#5
Monica Schneider#957046#0.6#2
James Swift#857562#0.6#4
Philip Emmerich#37680#0.97#7
Weston Hegmann#228394#0.6#5
Connie Balistreri#159902#0.6#3
Shiloh Gleason#64396#0.57#3
Mohamed Grant#976886#0.71#3
Jason Heller#670365#0.9#10
Elton White#210533#0.52#7
Hang Nikolaus#874321#0.63#2
Joelle Welch#686243#0.6#8
Vera Schmitt#540976#0.68#3
Filiberto Treutel#763946#0.6#6
Hildred Smitham#498787#0.63#7
Stuart Ernser#27042#0.9#8
Chantay Langosh#139317#0.53#8
Merlin Wisoky#171986#0.5#9
Johnny Shanahan#330800#0.6#4
Georgina Hyatt#904434#0.6#9
Doug Gutkowski#67300#0.75#1
Phyliss Cummings#987403#0.6#9
Ophelia Hamill#105222#0.6#7
Leo Crona#433689#0.65#6
Drew Pagac#273985#0.81#9
Carrie Mann#951989#0.6#6
Dorethea O'Reilly#784895#0.6#6
Leeann Considine#459264#0.6#7
Faustina Lockman#371223#0.6#9
Caridad Buckridge#330316#0.76#2
Donovan Johnston#1004453#0.6#9
Nick Pagac#88712#0.6#7
Florencio Jakubowski#602267#0.6#1
Caridad Lehner#630779#0.6#5
Linette Zieme#79350#0.6#1
Leilani Leffler#56458#0.6#2
Daren Kreiger#861996#0.97#8
Almeta Heaney#730241#0.6#10
Charlene Larkin#227490#0.54#1
Lien Bergnaum#199879#0.6#4
Stacey Hudson#369745#0.76#1
Weston Ziemann#700420#0.85#10
Shaquana Kihn#29223#0.6#8
Lawana Kris#851391#0.72#2
Pricilla Ortiz#78212#0.6#4
Hollie Luettgen#1001470#0.6#9
Dale Runolfsson#746076#0.6#3
Karisa O'Conner#655100#0.6#1
Stanton Trantow#587306#0.6#8
Otelia Sanford#455003#0.6#8
Dillon Kirlin#859861#0.5#4
Bobby Olson#975642#0.5#6
Teodora Mertz#221105#0.73#1
Grover Berge#594600#0.56#4
Chelsie Lynch#715783#0.6#9
Digna Wintheiser#341164#0.6#10
Sharleen Larson#348448#0.6#5
Elizabet Dach#691910#0.6#3
Carolynn Boyle#42513#0.64#7
Sherri Sauer#53803#0.6#3
Carrol Shields#890250#0.94#4
Magdalene Harber#311471#0.82#8
Benedict Casper#169193#0.91#5
Rod Gusikowski#401840#0.6#7
Cherrie Bailey#994820#0.6#4
Hubert Bergnaum#513993#0.78#3
Hugo Lueilwitz#206929#0.75#2
Vicente Flatley#650999#0.6#9
Cassey Rolfson#889725#0.6#7
Lovie Thompson#427920#0.7#1
Bonita Halvorson#256968#0.97#3
Deann Maggio#901681#0.57#8
Melba Daniel#76657#0.79#3
Geraldo Wolff#480482#0.6#5
Cathi Blick#748784#0.83#8
Jeffery Kilback#838654#0.57#5
Helen Volkman#44106#0.6#7
Margarito Spinka#25384#0.6#7
Meda Zulauf#401223#0.6#2
Rob Cormier#624571#0.6#2
Vallie Abshire#79237#0.54#10
Rex Monahan#843725#0.98#5
Gregorio Ziemann#594466#0.6#9
Rae Considine#594359#0.83#5
Margarett Rogahn#191180#0.57#4
Florencio MacGyver#212313#0.66#7
Celestina Bechtelar#398459#0.6#9
Karl O'Kon#779992#0.6#2
Rodger Hirthe#567094#0.86#5
Evette Sipes#129354#0.6#9
Edmundo Hartmann#336775#0.6#10
Hannah Schultz#561247#0.89#5
Tiffaney Frami#902087#0.91#2
Phuong Lubowitz#327439#0.99#3
Deonna Ledner#588426#0.97#6
Earlie DuBuque#215182#0.6#5
Hilton Waelchi#734692#0.6#3
Daina Lindgren#869231#0.6#1
Lasandra Donnelly#612278#0.6#9
Sam Green#783133#0.65#6
Arlie Gutkowski#19603#0.6#4
Jeffery Ryan#159377#0.79#5
Valentine Mohr#690623#0.87#4
Kym Champlin#337813#0.6#10
Yuonne Sporer#345387#0.94#1
Micheal Bayer#879549#0.6#1
Gilbert Schuster#154564#0.54#10
Barney Murphy#403723#0.91#8
Dante Breitenberg#801589#0.74#10
Kirby Stanton#690639#0.5#4
Meagan Padberg#801764#0.72#9
Raymon Predovic#341496#0.75#2
Randa Deckow#689933#0.6#7
Jeffry Pollich#90694#0.54#8
Stacee Tremblay#427359#0.89#7
Ben Dach#971529#0.69#7
Martin Sanford#309156#0.6#9
Mckenzie Hintz#879025#0.93#7
Eddy Wuckert#345362#0.52#5
Scottie Smitham#495377#0.83#10
Earline Sauer#501458#0.6#10
Ezekiel Bergnaum#581017#0.81#2
Sanda Sipes#117432#0.9#7
Courtney Hintz#926680#0.6#4
Lorie Welch#687912#0.6#6
Toby D'Amore#525496#0.6#9
Jasper Auer#468713#0.69#7
Dillon Corwin#209287#0.83#3
Frank McGlynn#725745#0.93#7
Gregory Nienow#143386#0.6#8
Francis Schowalter#49460#0.6#9
Morris Wiza#61666#0.54#7
Valrie Rosenbaum#155641#0.86#7
Frances Mosciski#345024#0.56#2
Francisco Effertz#492902#0.81#6
Kelvin Hoeger#317331#0.96#5
Norman Effertz#663809#0.68#8
Damon O'Hara#421428#0.7#1
Claris Stroman#273502#0.92#6
Palmer Mertz#245109#0.6#6
Dawna Quigley#831128#0.6#2
Adam Littel#955523#0.6#2
Leatha Walter#538038#0.6#5
Yang Aufderhar#535538#0.82#7
Roosevelt Weimann#278185#0.6#3
Jerald Kris#391604#0.6#8
Richard McGlynn#170434#0.89#7
Prince Daniel#475951#0.56#6
Bari Beatty#16307#0.6#1
Jay Bernier#629872#0.6#4
Normand Streich#368817#0.6#5
Karima Borer#343084#0.51#3
Marchelle Zieme#385013#0.6#2
Francis Gottlieb#737787#0.74#8
Robt McCullough#421692#0.7#10
Adriane Boehm#395077#0.53#7
Ken Ferry#177765#0.6#8
Patricia Barrows#317162#0.77#7
Jung Ritchie#834568#0.82#9
Wesley Langosh#611853#0.6#3
Cornelius Stokes#40894#0.6#7
Orlando Douglas#466754#0.6#4
Judi Daugherty#596915#0.6#10
Willard Jenkins#722150#0.84#8
Thaddeus Trantow#663618#0.6#10
Valeria Ziemann#631681#0.77#7
Creola Little#13319#0.6#1
Lesley Ullrich#165503#0.6#8
Isobel Ritchie#676680#0.6#5
Pete Dooley#946029#0.62#9
Lilia Bahringer#926494#0.6#5
Ophelia Koch#707542#0.93#5
Corrin Cummerata#138108#0.6#3
Jason Stark#231790#0.6#10
Edgar Keebler#311014#0.6#8
Rex Mills#86918#0.6#1
Kara Aufderhar#429777#0.6#5
Shirely Volkman#409750#0.6#6
Donte Bogan#545848#0.56#8
Laurine Grady#592560#0.94#3
Long Ortiz#818775#0.75#2
Terisa Boyer#265722#0.63#1
Mao O'Connell#314852#0.71#3
James Jones#11873#0.74#8
Luise Batz#682169#0.7#10
Casie Kuvalis#873759#0.66#3
Sunday Casper#124135#0.56#3
Armand O'Hara#255720#0.8#2
Glory Olson#859882#0.6#1
Scarlet Balistreri#347466#0.79#5
Kendal Terry#153844#0.6#2
Bo Homenick#846928#0.6#8
Billye Christiansen#23334#0.6#8
Everett Koelpin#327871#0.54#8
Aldo Cruickshank#322403#0.6#6
Francesco Casper#688672#0.6#2
Laquita Powlowski#640764#0.9#9
Marcel Halvorson#843289#0.69#7
Jannet Carter#480011#0.9#10
Nadine D'Amore#331015#0.6#7
Mariella Abernathy#725350#0.6#7
Leslie Hand#31270#0.96#4
Ladawn Mills#964629#0.6#2
Everette Bailey#692405#0.51#9
Janine Gislason#289113#0.6#6
Sean Hermann#98071#0.83#4
Gertude Lueilwitz#950260#0.6#10
Jorge Bayer#622881#0.96#3
Vida Gottlieb#341914#0.71#7
Dallas King#726250#0.6#8
Raeann King#149806#0.6#3
Octavio Toy#212744#0.6#1
Horacio Sipes#496713#0.6#7
Jerrell Hirthe#610527#0.6#4
Bobette Pagac#261831#0.61#2
Nikki Rodriguez#640481#0.8#10
Kris Runte#223676#0.6#9
Michael Yost#606032#0.8#9
Margarita Wyman#784270#0.6#2
Jermaine Schmidt#43646#0.6#8
Harold Kertzmann#568933#0.72#10
Eldridge Cronin#77499#0.6#6
Raymond Rutherford#373296#0.6#5
Adelaide Blick#203641#0.6#8
Dorotha Williamson#579177#0.64#7
Delpha Rosenbaum#924130#0.96#9
Shawnda Swaniawski#170615#0.6#2
Magnolia Graham#217692#0.6#3
Charley Abernathy#689349#0.95#4
Angella Kertzmann#669905#0.6#6
Bev Hirthe#528457#0.7#8
Dede Volkman#137716#0.7#8
Bernice Hagenes#203863#0.56#9
Glynda Rolfson#215764#0.54#7
Leon Braun#353081#0.6#5
Olimpia Frami#275195#0.6#10
Lester Mante#577122#0.6#7
Ross Kreiger#876560#0.6#10
Jerry Wisozk#92079#0.6#10
Michel Graham#383692#0.83#1
Pamila Bernier#149058#0.6#6
Sylvester Zboncak#216058#0.6#2
Georgia Rice#888983#0.76#7
Alva Veum#756689#0.7#6
Noah Anderson#67322#0.6#5
Eusebia Corwin#756957#0.53#3
Diedra Kautzer#1004252#0.92#3
Jeffrey Tromp#829121#0.6#8
Meridith Welch#408442#0.6#4
Ona Kuhn#705286#0.6#9
Tom Goldner#591762#0.75#3
Stephan Kuhic#698122#0.6#2
Jeanine Larkin#653166#0.6#3
Karen Okuneva#480241#0.6#5
Weldon Schulist#864282#0.6#9
Rogelio Dach#24465#0.6#3
Lillie Morar#161487#0.6#10
Matha Donnelly#688175#0.75#10
Guadalupe Graham#573424#0.6#5
Leone Lebsack#623902#0.85#4
Mariano Heaney#694183#0.6#10
Jermaine Lubowitz#594980#0.53#2
Ila Kris#265350#0.6#6
Kenda Wunsch#180883#0.6#1
Albert Bogisich#231481#0.71#2
Dennis Murphy#522283#0.96#1
Denny Armstrong#602662#0.6#6
Clarence Batz#530014#0.6#9
Tony Nienow#815604#0.6#5
Queenie Vandervort#572990#0.6#8
Jeremiah Watsica#17792#0.6#9
Floyd Oberbrunner#858168#0.6#5
Margareta Donnelly#190174#0.78#1
Rebbeca Williamson#849744#0.6#10
Lavona Ward#389621#0.77#7
Fawn Effertz#627751#0.59#1
Trinidad Grady#1001806#0.89#2
Genny Hane#800320#0.97#1
Thad Hahn#321699#0.6#9
Burl Bergnaum#545522#0.95#5
Cassy Treutel#971748#0.79#7
Fern Pollich#457141#0.71#1
Milan Macejkovic#909307#0.6#1
Sid Schneider#178155#0.6#5
Corrinne O'Kon#20459#0.6#9
Burl Ryan#349677#0.93#5
Bill King#778635#0.6#4
Aleshia Williamson#913010#0.6#10
Moriah Wilkinson#945726#0.68#9
Frankie Bogisich#490085#0.6#6
Royal Cole#282809#0.77#5
Erasmo Jerde#588114#0.53#5
Leonel Dibbert#104016#0.54#9
Joaquina Buckridge#560917#0.8#8
Cythia Dietrich#367626#0.94#2
Nathan Berge#868024#0.6#3
Domonique Hilll#141600#0.75#4
Tomasa Toy#782016#0.77#7
Williemae Effertz#49023#0.6#2
Grace Ritchie#61098#0.51#10
Cindie Olson#261522#0.76#7
Emiko Lockman#679886#0.5#2
Gerry Johnson#152183#0.6#9
Cherryl Harris#688733#0.6#8
Johnna Schuster#717375#0.6#5
Clemente Stiedemann#421070#0.98#7
Jed Rogahn#879265#0.6#9
Nevada Kling#498868#0.6#3
Luther Schaden#196225#0.6#3
Everette Durgan#560761#0.89#6
Glynda Johns#532946#0.77#9
Meredith Hegmann#425495#0.6#4
Temple Stracke#819876#0.6#8
Ileen O'Hara#74295#0.6#6
Tanner Kuhic#913166#0.6#6
Loyd Schoen#35034#0.6#7
Rosann Swaniawski#563277#0.88#5
Arlette Runolfsdottir#723192#0.6#1
Wei Sipes#314678#0.68#8
Daniela Davis#461352#0.6#5
Jordan Satterfield#696608#0.6#1
Raleigh Doyle#15330#0.6#1
Cedrick Koelpin#926424#0.66#10
Clay Kassulke#547187#0.6#1
Brigitte Volkman#216845#0.85#2
Hoyt Corkery#872909#0.96#4
Consuelo Gusikowski#716653#0.6#2
Alvin Beatty#604216#0.97#1
Lynne D'Amore#287082#0.6#10
Peg Monahan#259592#0.6#7
Oneida Ferry#479518#0.61#1
Christia Krajcik#741368#0.67#1
Roy Lakin#167247#0.95#5
Leroy O'Connell#343095#0.73#3
Ulysses Pfannerstill#722100#0.6#5
Nyla Luettgen#346014#0.76#2
Jamaal Hoppe#545976#0.6#9
Thomas Durgan#700339#0.91#8
Keven Romaguera#41171#1.0#6
Golden Bernhard#930994#0.6#4
Tonette Gorczany#196258#0.6#6
Cliff Sipes#793737#0.82#7
Jerrod Williamson#835225#0.6#1
Tory Paucek#968033#0.6#9
Blondell Kiehn#431139#0.56#8
Malorie Steuber#659449#0.6#5
Boris Nikolaus#831353#0.6#8
Burma Batz#441898#0.7#8
Gene Kovacek#462537#0.6#3
Jared Hamill#917242#0.52#5
Delmar Ritchie#393411#0.97#10
Retha Goyette#996885#0.71#10
Lowell Spinka#826356#0.6#10
Rod McKenzie#818517#0.6#6
Gigi Wisoky#785826#0.6#9
Judson Boyle#665978#0.6#1
Iluminada Larkin#969134#0.52#6
Illa Labadie#841058#0.6#8
Karl Schmitt#67569#0.69#3
Holley Halvorson#121963#0.83#4
Valentine Zemlak#661987#0.6#2
Tanika Stehr#78893#0.55#2
Sergio Zboncak#607722#0.6#10
Jesse Herman#158020#0.6#7
Annalisa Rice#461369#0.6#9
Charleen Torphy#391610#0.85#6
Anibal Tremblay#75211#0.6#6
Margarito Yost#72959#0.98#1
Walter Gorczany#145961#0.6#4
Ahmad Spencer#513526#0.67#7
Dan Lakin#341358#0.6#4
Edgardo Goldner#823576#0.6#9
Coralie Kunze#175869#0.52#1
Vincenzo Reynolds#388784#0.6#1
Johnna McClure#928644#0.6#7
Fred Nicolas#124940#0.97#8
Mardell Gusikowski#323317#0.6#10
Annamae Cummings#219003#0.6#10
Jerlene D'Amore#279482#0.82#1
Corina Murray#180344#0.6#2
Meryl Maggio#870373#0.93#3
Tristan Deckow#676311#0.6#2
Jeannetta Stroman#244834#0.88#5
Marion Gusikowski#848712#0.6#1
Emil Pacocha#144366#0.6#6
Patsy Baumbach#552905#0.6#2
Elanor Wiegand#297362#0.86#8
Kiersten Dickens#891333#0.56#1
Laurence Beahan#728930#0.6#9
Wan Torphy#660780#0.6#10
Vaughn Heaney#253784#0.6#4
Veta Leuschke#455597#0.6#8
Dexter Zboncak#839716#0.5#7
Arlyne Schimmel#949649#0.6#3
Yong Wyman#895602#0.75#3
Javier Williamson#265146#0.97#1
Randal Adams#58426#0.88#3
Bryon Hamill#730657#0.64#5
Clifford Murray#158914#0.6#8
Dorene Cormier#598492#0.6#8
Adelle Jacobi#674843#0.6#1
Vennie Ankunding#247194#0.6#4
Lupe Wilkinson#328323#0.6#3
Sarah Gleason#197048#0.6#1
Mikel Langosh#169884#0.6#1
Margeret Zemlak#56558#0.85#6
Hollis Koss#425764#0.8#9
Floyd Windler#784993#0.6#8
Na Schulist#87506#0.97#1
Domenic Haag#227548#0.6#8
Brittany Pfeffer#194272#0.92#10
Loree Carter#84055#0.79#10
Marya Wilkinson#471818#0.6#5
Arden Macejkovic#935154#0.93#2
Raymundo Macejkovic#404449#0.96#1
Maximo Terry#633564#0.6#2
Vernon Shields#798276#0.63#7
Duncan Metz#875719#0.6#4
Ethelene Koelpin#775709#0.6#8
Roxane Schoen#588098#0.63#10
Celina Schamberger#592895#0.94#10
Renea Franecki#31486#0.85#2
Von Gottlieb#426631#0.98#7
Anabel Mosciski#60200#0.6#1
Jimmy Blick#727558#0.6#9
Deloras Kreiger#694812#0.6#9
Scottie Murray#223353#0.97#6
Ryan Graham#743377#0.68#1
Deena Lebsack#297527#0.6#1
Claudio Upton#598081#0.81#3
Donovan Batz#659408#0.84#3
Walter Friesen#120701#0.6#7
Carol Marquardt#451944#0.63#5
Kenny Kozey#279185#0.83#6
Rosario Crooks#405411#0.6#10
Jess Hayes#807367#0.63#7
Marchelle Moen#60471#0.6#10
Burton Dach#1004152#0.72#2
Titus Nolan#546332#0.89#4
Twyla Walsh#652635#0.6#8
Forrest Schamberger#488364#0.74#6
Newton Kuhlman#243124#0.61#9
Sylvester Greenfelder#864699#0.69#2
Ivonne Morar#439470#0.89#2
Lance Cronin#425382#0.6#9
Mary Zemlak#694307#0.6#5
Timothy Murazik#619897#0.62#7
Nola Lockman#61249#0.6#8
Janell Fahey#906447#0.6#10
Gilbert Cronin#529227#0.77#1
Rueben Aufderhar#860073#0.89#1
Thurman Lockman#257168#0.6#3
Wilford Pfeffer#687238#0.6#8
Reanna Reichel#13546#0.6#8
Charlie Zieme#830179#0.84#10
Irvin West#575068#0.6#9
Pedro Rolfson#637642#0.6#9
Sanjuanita Auer#78711#0.6#3
Raphael Okuneva#906877#0.89#2
Williams Crooks#566570#0.6#2
Sunshine Heller#9894#0.53#3
Roberto Watsica#184001#0.6#7
Walter Considine#300919#0.6#6
Dia Sporer#59549#0.6#4
Lonnie Bins#374070#0.6#3
Beau Williamson#835097#0.5#7
Marshall Grady#575839#0.6#5
Christene Powlowski#92577#0.6#3
Keven Veum#817526#0.84#1
Tressa Huels#98712#0.87#8
Antwan Herman#597169#0.61#3
Adalberto Moore#21196#0.6#2
Bo Kessler#130767#0.6#3
Ellan Harber#73268#0.6#9
Teresita Mraz#560818#0.56#1
Abe Ullrich#843478#0.7#4
Sherly Hirthe#182543#0.85#3
Richard Upton#508895#0.6#3
Solange Kessler#167767#0.6#1
Chris Hahn#759637#0.83#10
Diann Herzog#381843#0.99#1
Desmond Pagac#97611#0.84#6
Sherwood Stehr#183041#0.6#9
Yuki Hyatt#835572#0.6#7
Ernest Williamson#972552#0.6#7
Nova Keeling#623535#0.6#6
Catalina Stokes#611201#0.73#8
Gustavo Kirlin#731695#0.6#5
Carroll Greenholt#174297#0.79#7
August Rutherford#435988#0.6#7
Johnny Schumm#562933#0.68#1
Tammera Zboncak#275516#0.6#3
Maryanne Brakus#715297#0.54#3
Jeff Pfannerstill#113754#0.74#9
Thad Lang#805075#0.6#10
Sydney Altenwerth#79124#0.6#1
Irvin Treutel#772603#0.81#6
Maurita Bode#770544#0.73#4
Theron Hamill#660378#0.6#3
Ervin Towne#951403#0.6#5
Ezequiel Bartell#492968#0.88#4
Rachael Cole#19312#0.78#6
Pura Macejkovic#737216#0.6#9
Colton Breitenberg#940654#0.6#1
Orval Rohan#192877#0.6#4
Garth Macejkovic#991846#0.6#6
Carmine Tromp#260228#0.6#8
Kelly Ryan#18147#0.54#1
Tama Doyle#686141#0.6#9
Long Boehm#90709#0.72#7
Sylvester Reynolds#80554#0.8#1
Thurman Veum#619167#0.97#8
Kent Hirthe#447320#0.6#10
Erik Rohan#939611#0.66#1
Eddie Jerde#762092#0.9#9
Eliseo Berge#78575#0.6#2
Rory Batz#52569#0.6#3
Marvin Beatty#667759#0.93#7
Kim Denesik#164294#0.54#4
Foster Harber#906299#0.55#3
Sabina Gottlieb#437818#0.72#7
Lanell Kuvalis#601316#0.51#4
John Mayert#321933#0.89#4
Dario Erdman#458686#0.6#1
Lavelle Schuster#447407#0.6#8
Christi Kassulke#294113#0.78#4
Sterling Larkin#10453#0.6#5
Casimira Ankunding#879419#0.97#7
Divina Cronin#211985#0.75#3
Katherine Wolff#779191#0.92#4
Randi Gusikowski#487695#0.6#4
Soledad Berge#853876#0.6#3
Alysa Keebler#468936#0.57#3
Kimber Marquardt#897127#0.6#2
Elsa Schaefer#527735#0.6#2
Eldon Klein#279915#0.81#2
Aline Schinner#725605#0.83#8
Edmund Reichert#506652#0.6#6
Shandi Reichert#972202#0.71#7
Libbie Roberts#82483#0.6#4
Jere Ledner#447677#0.95#6
Gayle Jacobs#523569#0.69#7
Brady Russel#783773#0.6#7
Laree Abbott#156896#0.6#6
Suzette Hackett#342323#0.92#2
Branden Towne#796959#0.6#1
Latisha Wiegand#613763#0.8#2
Alda Wilderman#523828#0.6#7
Burl Dibbert#486801#0.6#8
Marilynn Grady#314063#0.6#7
Granville Becker#512161#0.59#2
Kevin Wisozk#816868#0.6#7
Carlton Satterfield#44640#0.8#6
Clement Roob#639901#0.54#7
Rusty Zulauf#888395#0.54#6
Patrick Bahringer#940006#0.88#1
Tim Adams#708047#0.99#1
Barrett Abbott#622794#0.78#3
Alonso Schroeder#652262#0.72#2
Corrina Strosin#257636#0.72#1
Garret Kilback#729627#0.6#4
Cory Adams#526574#0.6#3
Christin Davis#557340#0.6#2
Shanti Lang#783995#0.71#10
Etta Hermann#459898#0.6#2
Quentin Gutmann#943883#0.6#2
Marguerite Champlin#767666#0.54#2
Erik Friesen#183635#0.6#10
Jackie Bailey#18489#0.53#4
Hong Conn#177808#0.75#4
Tawnya Herzog#159473#0.88#6
Yahaira Bashirian#781219#0.6#4
Warren Heaney#1003526#0.75#1
Erick Windler#591969#0.6#8
Shelly Medhurst#643230#0.66#4
Elliott Stehr#400075#0.85#6
Lolita Miller#720987#0.91#6
Bill Runolfsdottir#578584#0.66#5
Gilbert Strosin#90470#0.85#4
Aaron Rohan#537535#0.56#5
Sook Hagenes#107108#0.6#2
Bob Beer#901920#0.83#8
Cornell Bogisich#221046#0.6#1
Dewayne Zemlak#864750#1.0#8
Dagny Beatty#463913#0.6#7
Hilma Mann#878759#0.63#3
Elmer Mertz#949059#0.8#1
Marylouise Gislason#173661#1.0#5
Reta Strosin#50356#0.6#8
Randall Mraz#61238#0.6#6
Ezekiel Hoeger#302202#0.55#1
Gavin O'Reilly#939036#0.78#2
Marcelino Lang#17203#0.71#5
Tierra Wuckert#209702#0.9#6
Ute Kunze#675403#0.6#6
Johnathon Fisher#514410#0.6#4
Berry Will#768659#0.93#7
Harry Stark#568583#0.6#8
Dexter O'Keefe#114143#0.56#1
Alfredo Fritsch#423567#0.6#1
Brianne Runte#531975#0.6#5
Quincy Mohr#986929#0.81#4
Lashaunda Zemlak#757667#0.78#10
Wilton Bernhard#170638#0.94#8
Logan Lockman#250042#0.6#6
Ronnie Lindgren#723001#0.84#5
Jerilyn Howe#922456#0.66#1
Aiko Grady#789251#0.67#6
Annice Feil#241646#0.6#5
Roosevelt Heaney#820608#0.6#5
Aron Jaskolski#439992#0.6#7
Minh Kertzmann#942659#0.6#2
Jonelle Koss#838161#0.97#1
Rigoberto Hermann#490803#0.85#7
Nickolas Johns#351327#0.6#10
Johnie Crooks#620760#0.6#6
Teddy Wyman#170489#0.6#7
Timothy Monahan#738780#0.86#9
Lorette Okuneva#428652#0.56#5
Hoyt Hayes#345931#0.6#1
Loren Connelly#790851#0.77#8
Elliott Buckridge#570676#0.97#9
Felix Fritsch#968464#0.61#6
Debi Beatty#677303#0.94#2
Genaro Hessel#43371#0.6#7
Theron Armstrong#42439#0.74#10
Isiah Tromp#62821#0.74#1
Raymond Schimmel#713144#0.6#7
Adelaida Heidenreich#296282#0.6#1
Bianca Bernhard#482516#0.87#6
Ayesha Sipes#988162#0.74#5
Johnette Murazik#144442#0.98#7
Yesenia Brekke#896106#0.96#9
Vincent Krajcik#757078#0.6#5
Bradly Brakus#292404#0.6#4
Antony Mayer#261425#0.6#10
Slyvia Gusikowski#157586#0.72#4
Azalee Gerhold#41562#0.77#1
Noah Dach#650282#0.6#7
Rory Blick#600911#0.6#5
Collin Connelly#847746#0.9#4
Cody Conroy#322115#0.55#1
Nona Ziemann#87598#0.67#8
Thomasina Macejkovic#729162#0.55#1
George Toy#521810#0.55#5
Jeffery Tillman#646833#0.6#2
Sammie O'Kon#943264#0.6#7
Jamie MacGyver#955835#0.6#7
Heriberto Hessel#114312#0.6#5
Lauretta Bechtelar#867570#0.6#9
Naomi Cartwright#93313#0.58#4
Trey Swift#684064#0.6#6
Stacie Kiehn#350402#0.6#10
Fernando Schultz#411481#0.94#6
Chloe Runolfsson#855896#0.6#5
Alysia Gaylord#124453#0.52#6
Phung Bode#617884#0.56#2
Saran Schneider#166665#0.6#6
Kirby Gleason#436334#0.88#3
Bret Beahan#382348#0.92#6
Romaine Boehm#805913#0.6#10
Claudio Hoppe#292558#0.6#6
Jose Treutel#265409#0.82#8
Etta Zboncak#504379#0.6#4
Romona Lakin#475615#0.6#9
Zackary Osinski#123497#0.75#6
Kurtis Carroll#594050#0.5#2
Billy Breitenberg#118550#0.63#2
Doreen Heidenreich#363446#0.6#9
Valerie O'Hara#38841#0.6#5
Mel Schuppe#898586#0.84#7
Modesto Connelly#389644#0.6#2
Lasonya Donnelly#240165#0.6#4
Chester McGlynn#456706#0.6#4
Geoffrey Lueilwitz#140845#0.6#5
Whitney Herzog#346264#0.6#3
Solomon Deckow#245364#0.6#1
Fredda Weimann#967716#0.96#8
Emmett Veum#537901#0.6#1
Heather Marquardt#316200#0.56#5
Lionel Bauch#6215#0.66#2
Emelda Schultz#73075#0.72#4
Rex Grady#1001674#0.6#7
Darrick Rutherford#472172#0.6#4
Shelly Bartoletti#724112#0.6#4
Bert Stanton#305788#0.6#5
Kraig Schiller#786317#0.52#2
Adele Brown#970264#0.97#3
Janet Dooley#397117#0.8#1
Humberto Huels#489225#0.6#1
Billye Pfannerstill#562112#0.6#2
Shanae Pollich#129077#0.56#10
Wei Ondricka#940510#0.73#7
Kaycee Bailey#82737#0.6#5
Merrill Stark#252241#0.83#5
Brian Effertz#709828#0.6#7
Evelynn Hirthe#1001424#0.89#2
Jennefer Brown#555125#0.6#6
Maisie Gleichner#610123#0.6#8
Rudolph Hettinger#918188#0.6#1
Kenneth Marquardt#143675#0.6#4
Karly Goldner#354088#0.6#3
Bonny Reichel#970190#0.96#7
Emmanuel Rogahn#949849#0.68#8
Elvina Douglas#40945#0.6#2
